name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink 
HIP 109600 b,216,2.68 Jupiters,9.18,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7111/hip-109600-b/
HIP 114933 b,332,1.94 Jupiters,7.25,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7859/hip-114933-b/
HIP 114933 b,332,1.94 Jupiters,7.25,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7859/hip-114933-b/
HIP 116454 b,204,12.7132 Earths,10.19,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6912/hip-116454-b/
HIP 116454 b,204,12.7132 Earths,10.19,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6912/hip-116454-b/
HIP 12961 b,76,0.36 Jupiters,10.25,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6857/hip-12961-b/
HIP 12961 b,76,0.36 Jupiters,10.25,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6857/hip-12961-b/
HIP 14810 b,165,3.9 Jupiters,8.520001,2005,https://exoplanets.nasa.gov//exoplanet-catalog/6858/hip-14810-b/
HIP 14810 b,165,3.9 Jupiters,8.520001,2005,https://exoplanets.nasa.gov//exoplanet-catalog/6858/hip-14810-b/
HD 99706 c,478,5.69 Jupiters,7.65,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7294/hd-99706-c/
HD 99706 c,478,5.69 Jupiters,7.65,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7294/hd-99706-c/
HIP 105854 b,257,8.2 Jupiters,5.64,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6911/hip-105854-b/
HIP 105854 b,257,8.2 Jupiters,5.64,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6911/hip-105854-b/
HIP 107772 b,77,12.9 Earths,10.56,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7677/hip-107772-b/
HIP 107772 b,77,12.9 Earths,10.56,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7677/hip-107772-b/
HIP 107773 b,343,1.98 Jupiters,5.62,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7124/hip-107773-b/
HIP 107773 b,343,1.98 Jupiters,5.62,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7124/hip-107773-b/
HIP 109384 b,192,1.56 Jupiters,9.61,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7113/hip-109384-b/
HIP 109384 b,192,1.56 Jupiters,9.61,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7113/hip-109384-b/
HIP 109600 b,216,2.68 Jupiters,9.18,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7111/hip-109600-b/
HIP 109600 b,216,2.68 Jupiters,9.18,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7111/hip-109600-b/
HIP 114933 b,332,1.94 Jupiters,7.25,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7859/hip-114933-b/
HIP 114933 b,332,1.94 Jupiters,7.25,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7859/hip-114933-b/
HIP 116454 b,204,12.7132 Earths,10.19,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6912/hip-116454-b/
HIP 116454 b,204,12.7132 Earths,10.19,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6912/hip-116454-b/
HIP 12961 b,76,0.36 Jupiters,10.25,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6857/hip-12961-b/
HIP 12961 b,76,0.36 Jupiters,10.25,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6857/hip-12961-b/
HIP 14810 b,165,3.9 Jupiters,8.520001,2005,https://exoplanets.nasa.gov//exoplanet-catalog/6858/hip-14810-b/
HIP 14810 b,165,3.9 Jupiters,8.520001,2005,https://exoplanets.nasa.gov//exoplanet-catalog/6858/hip-14810-b/
HD 99706 c,478,5.69 Jupiters,7.65,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7294/hd-99706-c/
HD 99706 c,478,5.69 Jupiters,7.65,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7294/hd-99706-c/
HIP 105854 b,257,8.2 Jupiters,5.64,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6911/hip-105854-b/
HIP 105854 b,257,8.2 Jupiters,5.64,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6911/hip-105854-b/
HIP 107772 b,77,12.9 Earths,10.56,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7677/hip-107772-b/
HIP 107772 b,77,12.9 Earths,10.56,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7677/hip-107772-b/
HIP 107773 b,343,1.98 Jupiters,5.62,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7124/hip-107773-b/
HIP 107773 b,343,1.98 Jupiters,5.62,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7124/hip-107773-b/
HIP 109384 b,192,1.56 Jupiters,9.61,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7113/hip-109384-b/
HIP 109384 b,192,1.56 Jupiters,9.61,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7113/hip-109384-b/
HIP 109600 b,216,2.68 Jupiters,9.18,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7111/hip-109600-b/
HIP 109600 b,216,2.68 Jupiters,9.18,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7111/hip-109600-b/
HIP 114933 b,332,1.94 Jupiters,7.25,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7859/hip-114933-b/
HIP 114933 b,332,1.94 Jupiters,7.25,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7859/hip-114933-b/
HIP 116454 b,204,12.7132 Earths,10.19,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6912/hip-116454-b/
HIP 116454 b,204,12.7132 Earths,10.19,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6912/hip-116454-b/
HIP 12961 b,76,0.36 Jupiters,10.25,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6857/hip-12961-b/
HIP 12961 b,76,0.36 Jupiters,10.25,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6857/hip-12961-b/
HIP 14810 b,165,3.9 Jupiters,8.520001,2005,https://exoplanets.nasa.gov//exoplanet-catalog/6858/hip-14810-b/
HIP 14810 b,165,3.9 Jupiters,8.520001,2005,https://exoplanets.nasa.gov//exoplanet-catalog/6858/hip-14810-b/
HIP 14810 c,165,1.31 Jupiters,8.520001,2006,https://exoplanets.nasa.gov//exoplanet-catalog/6859/hip-14810-c/
HIP 14810 c,165,1.31 Jupiters,8.520001,2006,https://exoplanets.nasa.gov//exoplanet-catalog/6859/hip-14810-c/
HIP 14810 d,165,0.59 Jupiters,8.520001,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6860/hip-14810-d/
HIP 14810 d,165,0.59 Jupiters,8.520001,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6860/hip-14810-d/
HIP 35173 b,108,12.7 Earths,9.01,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7374/hip-35173-b/
HIP 35173 b,108,12.7 Earths,9.01,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7374/hip-35173-b/
HIP 38594 b,58,8.1 Earths,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7678/hip-38594-b/
HIP 38594 b,58,8.1 Earths,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7678/hip-38594-b/
HIP 38594 c,58,0.15228 Jupiters,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7679/hip-38594-c/
HIP 38594 c,58,0.15228 Jupiters,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7679/hip-38594-c/
HIP 41378 b,347,8.75 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7161/hip-41378-b/
HIP 41378 b,347,8.75 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7161/hip-41378-b/
HIP 41378 c,347,7.08 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7162/hip-41378-c/
HIP 41378 c,347,7.08 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7162/hip-41378-c/
HIP 41378 d,347,14.9 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7163/hip-41378-d/
HIP 41378 d,347,14.9 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7163/hip-41378-d/
HIP 41378 e,347,26 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7172/hip-41378-e/
HIP 41378 e,347,26 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7172/hip-41378-e/
HIP 41378 f,347,0.233 Jupiters,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7173/hip-41378-f/
HIP 41378 f,347,0.233 Jupiters,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7173/hip-41378-f/
HIP 14810 c,165,1.31 Jupiters,8.520001,2006,https://exoplanets.nasa.gov//exoplanet-catalog/6859/hip-14810-c/
HIP 14810 c,165,1.31 Jupiters,8.520001,2006,https://exoplanets.nasa.gov//exoplanet-catalog/6859/hip-14810-c/
HIP 14810 d,165,0.59 Jupiters,8.520001,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6860/hip-14810-d/
HIP 14810 d,165,0.59 Jupiters,8.520001,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6860/hip-14810-d/
HIP 35173 b,108,12.7 Earths,9.01,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7374/hip-35173-b/
HIP 35173 b,108,12.7 Earths,9.01,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7374/hip-35173-b/
HIP 38594 b,58,8.1 Earths,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7678/hip-38594-b/
HIP 38594 b,58,8.1 Earths,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7678/hip-38594-b/
HIP 38594 c,58,0.15228 Jupiters,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7679/hip-38594-c/
HIP 38594 c,58,0.15228 Jupiters,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7679/hip-38594-c/
HIP 41378 b,347,8.75 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7161/hip-41378-b/
HIP 41378 b,347,8.75 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7161/hip-41378-b/
HIP 41378 c,347,7.08 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7162/hip-41378-c/
HIP 41378 c,347,7.08 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7162/hip-41378-c/
HIP 41378 d,347,14.9 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7163/hip-41378-d/
HIP 41378 d,347,14.9 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7163/hip-41378-d/
HIP 41378 e,347,26 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7172/hip-41378-e/
HIP 41378 e,347,26 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7172/hip-41378-e/
HIP 41378 f,347,0.233 Jupiters,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7173/hip-41378-f/
HIP 41378 f,347,0.233 Jupiters,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7173/hip-41378-f/
HIP 14810 c,165,1.31 Jupiters,8.520001,2006,https://exoplanets.nasa.gov//exoplanet-catalog/6859/hip-14810-c/
HIP 14810 c,165,1.31 Jupiters,8.520001,2006,https://exoplanets.nasa.gov//exoplanet-catalog/6859/hip-14810-c/
HIP 14810 d,165,0.59 Jupiters,8.520001,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6860/hip-14810-d/
HIP 14810 d,165,0.59 Jupiters,8.520001,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6860/hip-14810-d/
HIP 35173 b,108,12.7 Earths,9.01,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7374/hip-35173-b/
HIP 35173 b,108,12.7 Earths,9.01,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7374/hip-35173-b/
HIP 38594 b,58,8.1 Earths,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7678/hip-38594-b/
HIP 38594 b,58,8.1 Earths,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7678/hip-38594-b/
HIP 38594 c,58,0.15228 Jupiters,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7679/hip-38594-c/
HIP 38594 c,58,0.15228 Jupiters,9.75,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7679/hip-38594-c/
HIP 41378 b,347,8.75 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7161/hip-41378-b/
HIP 41378 b,347,8.75 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7161/hip-41378-b/
HIP 41378 c,347,7.08 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7162/hip-41378-c/
HIP 41378 c,347,7.08 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7162/hip-41378-c/
HIP 41378 d,347,14.9 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7163/hip-41378-d/
HIP 41378 d,347,14.9 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7163/hip-41378-d/
HIP 41378 e,347,26 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7172/hip-41378-e/
HIP 41378 e,347,26 Earths,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7172/hip-41378-e/
HIP 41378 f,347,0.233 Jupiters,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7173/hip-41378-f/
HIP 41378 f,347,0.233 Jupiters,8.93,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7173/hip-41378-f/
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6866/hip-63242-b/
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6866/hip-63242-b/
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7116/hip-65407-b/
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7116/hip-65407-b/
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7117/hip-65407-c/
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7117/hip-65407-c/
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7220/hip-65426-b/
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7220/hip-65426-b/
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7123/hip-65891-b/
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7123/hip-65891-b/
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7661/hip-65-a-b/
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7661/hip-65-a-b/
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7659/hip-67522-b/
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7659/hip-67522-b/
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7216/hip-67537-b/
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7216/hip-67537-b/
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6867/hip-67851-b/
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6867/hip-67851-b/
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6868/hip-67851-c/
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6868/hip-67851-c/
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6866/hip-63242-b/
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6866/hip-63242-b/
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7116/hip-65407-b/
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7116/hip-65407-b/
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7117/hip-65407-c/
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7117/hip-65407-c/
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7220/hip-65426-b/
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7220/hip-65426-b/
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7123/hip-65891-b/
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7123/hip-65891-b/
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7661/hip-65-a-b/
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7661/hip-65-a-b/
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7659/hip-67522-b/
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7659/hip-67522-b/
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7216/hip-67537-b/
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7216/hip-67537-b/
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6867/hip-67851-b/
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6867/hip-67851-b/
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6868/hip-67851-c/
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6868/hip-67851-c/
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6866/hip-63242-b/
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6866/hip-63242-b/
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7116/hip-65407-b/
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7116/hip-65407-b/
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7117/hip-65407-c/
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7117/hip-65407-c/
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7220/hip-65426-b/
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7220/hip-65426-b/
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7123/hip-65891-b/
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7123/hip-65891-b/
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7661/hip-65-a-b/
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7661/hip-65-a-b/
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7659/hip-67522-b/
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7659/hip-67522-b/
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7216/hip-67537-b/
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7216/hip-67537-b/
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6867/hip-67851-b/
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6867/hip-67851-b/
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6868/hip-67851-c/
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6868/hip-67851-c/
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6866/hip-63242-b/
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6866/hip-63242-b/
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7116/hip-65407-b/
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7116/hip-65407-b/
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7117/hip-65407-c/
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7117/hip-65407-c/
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7220/hip-65426-b/
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7220/hip-65426-b/
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7123/hip-65891-b/
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7123/hip-65891-b/
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7661/hip-65-a-b/
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7661/hip-65-a-b/
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7659/hip-67522-b/
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7659/hip-67522-b/
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7216/hip-67537-b/
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7216/hip-67537-b/
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6867/hip-67851-b/
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6867/hip-67851-b/
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6868/hip-67851-c/
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6868/hip-67851-c/
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6866/hip-63242-b/
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6866/hip-63242-b/
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7116/hip-65407-b/
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7116/hip-65407-b/
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7117/hip-65407-c/
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7117/hip-65407-c/
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7220/hip-65426-b/
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7220/hip-65426-b/
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7123/hip-65891-b/
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov//exoplanet-catalog/7123/hip-65891-b/
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7661/hip-65-a-b/
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7661/hip-65-a-b/
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7659/hip-67522-b/
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7659/hip-67522-b/
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7216/hip-67537-b/
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7216/hip-67537-b/
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6867/hip-67851-b/
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6867/hip-67851-b/
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6868/hip-67851-c/
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6868/hip-67851-c/
HIP 97233 b,334,20 Jupiters,7.34,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6910/hip-97233-b/
HIP 97233 b,334,20 Jupiters,7.34,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6910/hip-97233-b/
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006,https://exoplanets.nasa.gov//exoplanet-catalog/7031/hn-pegasi-b/
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006,https://exoplanets.nasa.gov//exoplanet-catalog/7031/hn-pegasi-b/
HR 2562 b,111,30 Jupiters,6.11,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7229/hr-2562-b/
HR 2562 b,111,30 Jupiters,6.11,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7229/hr-2562-b/
HR 5183 b,103,3.23 Jupiters,6.33432,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7462/hr-5183-b/
